http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1330.837558
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1293.448077
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1181.291005
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1163.208258
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1228.225430
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1154.712685
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1191.198538
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1216.067477
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1162.747073
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1145.751529
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1166.113383
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1162.066931
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1162.509224
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1165.313592
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,8995,1158.718284
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7897.772037
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7898.060136
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7940.489397
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7868.956965
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7958.001401
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7951.744876
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7958.643792
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7827.866384
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7863.083685
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7903.533372
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7869.904300
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7837.454689
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7883.888735
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7918.836356
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,30479,7884.439308
