http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1683.396484
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1382.258189
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1270.434479
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1234.975442
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1303.638371
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1223.517906
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1259.703305
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1297.140038
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1215.038265
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1217.616924
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1229.128668
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1225.973149
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1223.200964
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1221.725954
http://www.guidetopharmacology.org:9080/GRAC/DiseaseListForward?null,1220.690987
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8186.131165
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8115.951734
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8134.104436
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8078.872567
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8155.027702
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8149.396856
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8130.126165
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8026.826830
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8056.970242
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8066.197660
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8069.348192
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8035.224537
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8064.701878
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8106.572473
http://www.guidetopharmacology.org:9080/GRAC/LigandListForward?database=all,8064.632447
