/objectDisplay?objectId=2960,95,86.366177,113.628149
/objectDisplay?objectId=2960,95,74.565172,102.597952
/objectDisplay?objectId=2960,95,74.900866,105.736971
/objectDisplay?objectId=2960,95,73.894262,97.751856
/objectDisplay?objectId=2960,95,75.259209,105.170012
/objectDisplay?objectId=2960,95,74.789047,113.503933
/objectDisplay?objectId=2960,95,74.673653,114.302158
/objectDisplay?objectId=2960,95,77.083349,114.889145
/objectDisplay?objectId=2960,95,74.630022,111.266375
/objectDisplay?objectId=2960,95,74.228287,100.695848
/objectDisplay?objectId=2960,95,73.506355,94.882727
/objectDisplay?objectId=2960,95,73.999643,96.559048
/objectDisplay?objectId=2960,95,75.631857,113.365173
/objectDisplay?objectId=2960,95,75.661182,115.046740
/objectDisplay?objectId=2960,95,74.673653,112.018108
/objectDisplay?objectId=1512,102,84.655523,110.487223
/objectDisplay?objectId=1512,102,75.850487,98.472834
/objectDisplay?objectId=1512,102,75.258493,95.593929
/objectDisplay?objectId=1512,102,77.573299,112.385035
/objectDisplay?objectId=1512,102,76.820850,115.496159
/objectDisplay?objectId=1512,102,75.890779,105.112314
/objectDisplay?objectId=1512,102,79.163790,104.513168
/objectDisplay?objectId=1512,102,75.844288,96.818447
/objectDisplay?objectId=1512,102,75.249910,100.748301
/objectDisplay?objectId=1512,102,79.566717,119.769096
/objectDisplay?objectId=1512,102,75.324297,104.662895
/objectDisplay?objectId=1512,102,75.750351,101.252556
/objectDisplay?objectId=1512,102,76.906204,97.276926
/objectDisplay?objectId=1512,102,72.829008,92.114925
/objectDisplay?objectId=1512,102,75.583935,114.515781
/objectDisplay?objectId=1907,125,86.412430,113.021612
/objectDisplay?objectId=1907,125,74.450970,100.503922
/objectDisplay?objectId=1907,125,74.460268,100.198030
/objectDisplay?objectId=1907,125,74.076176,104.273796
/objectDisplay?objectId=1907,125,72.276354,113.870144
/objectDisplay?objectId=1907,125,71.554184,112.255335
/objectDisplay?objectId=1907,125,73.543072,99.352598
/objectDisplay?objectId=1907,125,73.279142,93.559027
/objectDisplay?objectId=1907,125,73.645592,95.711470
/objectDisplay?objectId=1907,125,73.754072,114.249706
/objectDisplay?objectId=1907,125,74.288368,100.160599
/objectDisplay?objectId=1907,125,73.848009,96.948862
/objectDisplay?objectId=1907,125,70.335150,90.786457
/objectDisplay?objectId=1907,125,72.669744,116.748333
/objectDisplay?objectId=1907,125,72.778702,110.614538
/objectDisplay?objectId=3075,96,73.255062,95.534086
/objectDisplay?objectId=3075,96,68.365574,91.184139
/objectDisplay?objectId=3075,96,70.752859,111.620188
/objectDisplay?objectId=3075,96,70.058823,91.467857
/objectDisplay?objectId=3075,96,72.478771,99.494934
/objectDisplay?objectId=3075,96,72.344065,105.566025
/objectDisplay?objectId=3075,96,72.355509,91.336727
/objectDisplay?objectId=3075,96,71.353436,98.619938
/objectDisplay?objectId=3075,96,71.658850,97.285271
/objectDisplay?objectId=3075,96,71.720600,99.104881
/objectDisplay?objectId=3075,96,71.384668,92.844963
/objectDisplay?objectId=3075,96,70.859194,96.520185
/objectDisplay?objectId=3075,96,72.408915,96.654177
/objectDisplay?objectId=3075,96,70.875406,99.768162
/objectDisplay?objectId=3075,96,71.265221,97.741842
/objectDisplay?objectId=1240,115,83.498240,103.405714
/objectDisplay?objectId=1240,115,76.382399,100.391388
/objectDisplay?objectId=1240,115,77.921867,112.734318
/objectDisplay?objectId=1240,115,75.607061,95.359325
/objectDisplay?objectId=1240,115,76.097250,100.006819
/objectDisplay?objectId=1240,115,77.098370,107.589245
/objectDisplay?objectId=1240,115,76.011896,102.789164
/objectDisplay?objectId=1240,115,75.216532,99.677563
/objectDisplay?objectId=1240,115,78.936815,111.251354
/objectDisplay?objectId=1240,115,75.705767,95.424414
/objectDisplay?objectId=1240,115,76.481819,101.714611
/objectDisplay?objectId=1240,115,78.246355,117.423773
/objectDisplay?objectId=1240,115,75.348854,95.428944
/objectDisplay?objectId=1240,115,76.104164,103.734732
/objectDisplay?objectId=1240,115,75.403929,101.670980
/objectDisplay?objectId=2721,112,80.878496,102.448702
/objectDisplay?objectId=2721,112,76.438904,119.365215
/objectDisplay?objectId=2721,112,75.538874,100.431919
/objectDisplay?objectId=2721,112,74.865341,102.862358
/objectDisplay?objectId=2721,112,74.872732,97.603083
/objectDisplay?objectId=2721,112,74.275017,98.698139
/objectDisplay?objectId=2721,112,73.553324,97.123861
/objectDisplay?objectId=2721,112,74.159622,98.109007
/objectDisplay?objectId=2721,112,74.429035,97.578049
/objectDisplay?objectId=2721,112,75.534821,101.575613
/objectDisplay?objectId=2721,112,74.510098,98.851204
/objectDisplay?objectId=2721,112,75.003862,102.731228
/objectDisplay?objectId=2721,112,74.878216,99.850893
/objectDisplay?objectId=2721,112,74.416399,100.911140
/objectDisplay?objectId=2721,112,74.732065,97.876310
/objectDisplay?objectId=1523,108,150.905132,195.114851
/objectDisplay?objectId=1523,108,102.970600,138.738394
/objectDisplay?objectId=1523,108,104.625225,160.880089
/objectDisplay?objectId=1523,108,102.359056,134.785414
/objectDisplay?objectId=1523,108,102.666378,129.140615
/objectDisplay?objectId=1523,108,103.601933,137.851477
/objectDisplay?objectId=1523,108,103.293180,153.071165
/objectDisplay?objectId=1523,108,105.064869,146.983147
/objectDisplay?objectId=1523,108,102.468729,129.841089
/objectDisplay?objectId=1523,108,102.894545,129.656792
/objectDisplay?objectId=1523,108,103.372812,135.221958
/objectDisplay?objectId=1523,108,103.162766,307.764292
/objectDisplay?objectId=1523,108,101.942539,128.809690
/objectDisplay?objectId=1523,108,102.431297,129.716635
/objectDisplay?objectId=1523,108,104.819536,162.706137
/objectDisplay?objectId=2641,95,71.092606,90.938807
/objectDisplay?objectId=2641,95,70.425034,99.243879
/objectDisplay?objectId=2641,95,70.311785,90.503931
/objectDisplay?objectId=2641,95,71.787119,111.222982
/objectDisplay?objectId=2641,95,70.690870,91.761112
/objectDisplay?objectId=2641,95,70.785999,90.023994
/objectDisplay?objectId=2641,95,71.364641,111.649752
/objectDisplay?objectId=2641,95,71.780920,98.582983
/objectDisplay?objectId=2641,95,71.278095,96.969843
/objectDisplay?objectId=2641,95,71.370125,99.623680
/objectDisplay?objectId=2641,95,70.630789,92.895031
/objectDisplay?objectId=2641,95,72.164774,112.576008
/objectDisplay?objectId=2641,95,70.688486,91.824055
/objectDisplay?objectId=2641,95,70.215702,89.350939
/objectDisplay?objectId=2641,95,71.475506,114.119768
/objectDisplay?objectId=1731,95,83.864212,111.061811
/objectDisplay?objectId=1731,95,71.588278,95.209837
/objectDisplay?objectId=1731,95,70.998907,98.140240
/objectDisplay?objectId=1731,95,71.093082,90.714693
/objectDisplay?objectId=1731,95,72.371721,97.703934
/objectDisplay?objectId=1731,95,73.397636,98.144770
/objectDisplay?objectId=1731,95,72.332382,99.038124
/objectDisplay?objectId=1731,95,72.227478,111.764669
/objectDisplay?objectId=1731,95,70.227385,91.142178
/objectDisplay?objectId=1731,95,70.298433,89.535713
/objectDisplay?objectId=1731,95,71.277857,112.499952
/objectDisplay?objectId=1731,95,70.254326,90.087175
